ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
557,PBP-055,NONE,2 HOUR,Market Ave,0800 - 1730,1,2.75,204537,PaybyPhone Only,Exchange,POINT (-97.1352977641469 49.8983963958397),"MULTILINESTRING ((-97.1352665754474 49.8983864283284, -97.1353289623983 49.8984063663911))"
426,3129,"AM, PM",2 HOUR,Main St,0900 - 1530,10,2.75,204531,"Paystation, PaybyPhone",Exchange,POINT (-97.138732761175 49.8974329342112),"MULTILINESTRING ((-97.1386656882017 49.8971420833601, -97.1386797053132 49.8972014987895, -97.1387994475493 49.8977238242228))"
655,3163,NONE,2 HOUR,Donald St,0800 - 1730,5,1.75,204259,"Paystation, PaybyPhone",Downtown,POINT (-97.1399488007501 49.8873078359325),"MULTILINESTRING ((-97.139862631897 49.8871490867661, -97.1400349692722 49.8874665833809))"
750,PBP-171,NONE,4 HOUR,Kate St,0800 - 1730,8,2.75,204610,PaybyPhone Only,Health Science Centre,POINT (-97.1538053975837 49.9005312079784),"MULTILINESTRING ((-97.1539777220812 49.9003064648549, -97.1539675000891 49.9003197872026, -97.1536330856903 49.9007559419799))"
785,3172,NONE,4 HOUR,Tache Ave,0800 - 1730,7,2.75,204770,"Paystation, PaybyPhone",St Boniface,POINT (-97.1237227777674 49.8859421392935),"MULTILINESTRING ((-97.1237054309836 49.8857401277603, -97.1237401246819 49.8861441506554))"
821,4935,NONE,2 HOUR,King St,0800 - 1730,2,1.75,204322,"Paystation, PaybyPhone",Downtown,POINT (-97.1382614417549 49.901874357771),"MULTILINESTRING ((-97.1382946787424 49.9018345013359, -97.1382282069893 49.9019142114664))"
402,3216,"AM, PM",2 HOUR,Broadway,0900 - 1530,6,2.75,204223,"Paystation, PaybyPhone",Downtown,POINT (-97.1436931177888 49.8869811412264),"MULTILINESTRING ((-97.1434340427759 49.8870397747253, -97.1439521929733 49.886922506969))"
999,PBP-094,"AM, PM",2 HOUR,Main St,0900 - 1530,2,1.75,204329,PaybyPhone Only,Downtown,POINT (-97.1354975359196 49.8895825308272),"MULTILINESTRING ((-97.1354622525299 49.8895121871563, -97.135532818597 49.8896528728624))"
44,7209,NONE,2 HOUR,Fort St,0800 - 1730,2,1.75,204280,"Paystation, PaybyPhone",Downtown,POINT (-97.1379553290292 49.8917707116904),"MULTILINESTRING ((-97.1379323655751 49.8917282648422, -97.1379782890446 49.8918131521033))"
2938,4973,"AM, PM",2 HOUR,Logan Ave,,4,1.75,204325,"Paystation, PaybyPhone",Downtown,POINT (-97.1362882224361 49.9027884877392),"MULTILINESTRING ((-97.1361342336193 49.9027390850734, -97.1364422138502 49.9028378909332))"
2862,4919,NONE,2 HOUR,King St,0800 - 1730,2,1.75,204321,"Paystation, PaybyPhone",Downtown,POINT (-97.1377313630659 49.9025457951918),"MULTILINESTRING ((-97.1377634954007 49.9025038959853, -97.1376992279082 49.9025876979975))"
233,PBP-125,"AM, PM",2 HOUR,Portage Ave,0900 - 1530,2,1.75,204552,PaybyPhone Only,West End,POINT (-97.1548951876316 49.8896562414278),"MULTILINESTRING ((-97.1547987919848 49.8896821243616, -97.1549915820352 49.8896303587202))"
936,4885,NONE,2 HOUR,Carlton St,0800 - 1730,6,1.75,204244,"Paystation, PaybyPhone",Downtown,POINT (-97.1415004021551 49.8844605360525),"MULTILINESTRING ((-97.141414065665 49.8843012590732, -97.1415867397783 49.8846198140072))"
207,PBP-109,NONE,9.5 HOUR,George Ave,0800 - 1730,10,1.75,204695,PaybyPhone Only,No Biz Zone,POINT (-97.1313441137576 49.9015144421288),"MULTILINESTRING ((-97.1309700003989 49.9013944564033, -97.1317182289253 49.9016344266341))"
2303,PBP-079,NONE,2 HOUR,Princess St,0800 - 1730,2,1.75,204386,PaybyPhone Only,Downtown,POINT (-97.137981290352 49.9039881374242),"MULTILINESTRING ((-97.1380182233352 49.9039399220035, -97.137944354377 49.9040363566425))"
902,PBP-135,NONE,2 HOUR,Martha St,0800 - 1730,2,1.75,204389,PaybyPhone Only,Exchange,POINT (-97.1354974871891 49.900412101747),"MULTILINESTRING ((-97.1355310058291 49.900372960325, -97.1354639688885 49.9004512426994))"
117,3371,NONE,2 HOUR,Princess St,0800 - 1730,4,1.75,204377,"Paystation, PaybyPhone",Downtown,POINT (-97.1396548497872 49.9017897120749),"MULTILINESTRING ((-97.1397165841403 49.9017091133038, -97.1395931162268 49.9018703095091))"
507,3101,NONE,2 HOUR,James Ave,0800 - 1730,11,2.75,204304,"Paystation, PaybyPhone",Downtown,POINT (-97.1397791890208 49.9007361546738),"MULTILINESTRING ((-97.1394709788757 49.9006377122142, -97.1400873995639 49.9008345960419))"
729,PBP-084,NONE,2 HOUR,Ellen St,0800 - 1730,4,1.75,204271,PaybyPhone Only,Downtown,POINT (-97.1459013938009 49.9002235001514),"MULTILINESTRING ((-97.1459635832986 49.9001430484532, -97.1458392042408 49.9003039516286))"
710,4861,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,20,2.75,204606,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.165168198816 49.9060673524609),"MULTILINESTRING ((-97.1643076756873 49.905791106181, -97.1660287312019 49.9063435921808))"
1800,PBP-176,NONE,2 HOUR,Portage Ave,0800 - 1730,2,1.75,204368,PaybyPhone Only,Downtown,POINT (-97.1533462300906 49.890185175298),"MULTILINESTRING ((-97.1532569464427 49.8902179357845, -97.1534355129056 49.890152415004))"
1079,4226,NONE,2 HOUR,Kennedy St,0800 - 1730,15,2.75,204309,"Paystation, PaybyPhone",Downtown,POINT (-97.1459100108187 49.8874458589636),"MULTILINESTRING ((-97.1456814114684 49.8870248355584, -97.1461386143278 49.8878668822341))"
163,3446,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,5,2.75,204603,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1559710625531 49.9031203885955),"MULTILINESTRING ((-97.1557457572116 49.9030480317265, -97.1561963688762 49.9031927451262))"
1149,3208,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,1,2.75,204600,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1618598454258 49.9050052487137),"MULTILINESTRING ((-97.1618286760504 49.90499524152, -97.161891013417 49.9050152554506))"
1219,PBP-047,NONE,2 HOUR,Kennedy St,0800 - 1730,5,1.75,204314,PaybyPhone Only,Downtown,POINT (-97.1447300705736 49.8852228280237),"MULTILINESTRING ((-97.1446511496733 49.8850770434602, -97.1448089913941 49.8853686115056))"
1043,4165,NONE,2 HOUR,Hargrave St,0800 - 1730,3,1.75,204293,"Paystation, PaybyPhone",Downtown,POINT (-97.1433968435287 49.8905599446735),"MULTILINESTRING ((-97.1433392563346 49.8904538766393, -97.1434544305355 49.8906660118682))"
764,3145,"AM, PM",2 HOUR,Broadway,0900 - 1530,1,2.75,204232,"Paystation, PaybyPhone",Downtown,POINT (-97.1417978828718 49.8874069392123),"MULTILINESTRING ((-97.14173072267 49.8874221488151, -97.1418650400348 49.8873917302492))"
1096,4503,NONE,2 HOUR,Rupert Ave,0800 - 1730,2,1.75,204392,"Paystation, PaybyPhone",Downtown,POINT (-97.1391969846573 49.9014273732532),"MULTILINESTRING ((-97.1391345739644 49.901407458111, -97.1392593913246 49.9014472870609))"
2240,4847,NONE,4 HOUR,Tecumseh St,0800 - 1730,1,2.75,204632,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1642000008754 49.9043478859365),"MULTILINESTRING ((-97.1642238225757 49.9043168602085, -97.1641761757884 49.9043789160306))"
189,4483,NONE,2 HOUR,Waterfront Dr,0800 - 1730,8,1.75,204570,"Paystation, PaybyPhone",Exchange,POINT (-97.1332703841807 49.898027286406),"MULTILINESTRING ((-97.1333468676098 49.8977755846253, -97.1333319714527 49.8978227978346, -97.1332507591723 49.8980924470627, -97.1331694595492 49.8982751728019))"
122,PBP-134,NONE,2 HOUR,Ross Ave,0800 - 1730,4,1.75,204390,PaybyPhone Only,Downtown,POINT (-97.1409095091419 49.9015380271247),"MULTILINESTRING ((-97.1407848219252 49.9014980270953, -97.1410341962597 49.9015780269223))"
513,3217,PM,2 HOUR,Donald St,0800 - 1530,1,1.75,204260,"Paystation, PaybyPhone",Downtown,POINT (-97.1415584500533 49.8902887247736),"MULTILINESTRING ((-97.1415469346504 49.8902675090024, -97.141569963705 49.8903099372987))"
2861,PBP-020,NONE,2 HOUR,Ellen St,0800 - 1730,2,1.75,204690,PaybyPhone Only,No Biz Zone,POINT (-97.1437055300441 49.9037762399495),"MULTILINESTRING ((-97.143735753462 49.903737745203, -97.14367530452 49.9038147373094))"
2258,PBP-184,NONE,4 HOUR,McDermot Ave,0800 - 1730,3,2.75,204622,PaybyPhone Only,Health Science Centre,POINT (-97.1642586169812 49.9047551241001),"MULTILINESTRING ((-97.1641175954308 49.9047108116291, -97.1643996397678 49.9047994367072))"
775,PBP-200,NONE,2 HOUR,Main St,0800 - 1730,1,1.75,204343,PaybyPhone Only,Downtown,POINT (-97.1355409682001 49.90267672198),"MULTILINESTRING ((-97.1355616899562 49.9026507537246, -97.1355202408102 49.902702697264))"
1376,7208,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204279,"Paystation, PaybyPhone",Downtown,POINT (-97.1360427999652 49.8879097632483),"MULTILINESTRING ((-97.1359922221209 49.8878162751259, -97.1360933771216 49.888003249715))"
2541,7208,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204279,"Paystation, PaybyPhone",Downtown,POINT (-97.1353857705883 49.8866846640182),"MULTILINESTRING ((-97.1353307244088 49.8865829112869, -97.1354408182193 49.8867864189778))"
1033,3432,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,19,1.75,204498,"Paystation, PaybyPhone",Exchange,POINT (-97.1348427528017 49.8971018255078),"MULTILINESTRING ((-97.134347734723 49.8969873765971, -97.1343478756227 49.8969873807705, -97.1352274259696 49.8971907827602, -97.135337739852 49.89721634041))"
436,4219,NONE,2 HOUR,McDermot Ave,0800 - 1730,3,1.75,204544,"Paystation, PaybyPhone",Exchange,POINT (-97.1424547003781 49.8976500322104),"MULTILINESTRING ((-97.1423300439481 49.8976100053694, -97.1425793570159 49.8976900589181))"
2138,4223,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,1,2.75,204500,"Paystation, PaybyPhone",Exchange,POINT (-97.1396059460256 49.8978428340031),"MULTILINESTRING ((-97.1395597812837 49.897843110969, -97.1396521108765 49.8978425570183))"
38,PBP-142,"AM, PM",2 HOUR,Smith St,0900 - 1530,2,2.75,204405,PaybyPhone Only,Downtown,POINT (-97.1418909645866 49.893214944033),"MULTILINESTRING ((-97.1418629987832 49.8931634924064, -97.1419189293836 49.8932663936914))"
693,4952,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,3,1.75,204214,"Paystation, PaybyPhone",Downtown,POINT (-97.1433438732515 49.8989441430187),"MULTILINESTRING ((-97.1432203923807 49.898904937839, -97.1432370963899 49.8989098321307, -97.1434670558449 49.8989837254209))"
11,4547,NONE,2 HOUR,Garry St,0800 - 1730,3,1.75,204286,"Paystation, PaybyPhone",Downtown,POINT (-97.1369537500844 49.8868886612782),"MULTILINESTRING ((-97.1369044482434 49.8867977865275, -97.1370030528558 49.8869795373807))"
245,3125,"AM, PM",2 HOUR,Broadway,0900 - 1530,2,1.75,204218,"Paystation, PaybyPhone",Downtown,POINT (-97.1471394712428 49.8861983412097),"MULTILINESTRING ((-97.1470409691836 49.8862206579251, -97.1472379718489 49.8861760247194))"
326,4525,NONE,2 HOUR,Edmonton St,0800 - 1730,5,1.75,204795,"Paystation, PaybyPhone",West End,POINT (-97.1485287987868 49.8946713055236),"MULTILINESTRING ((-97.1484498814656 49.8945260024841, -97.1486077161648 49.8948166077392))"
1105,4535,NONE,2 HOUR,Hargrave St,0800 - 1730,3,2.75,204295,"Paystation, PaybyPhone",Downtown,POINT (-97.1453737517592 49.894223358161),"MULTILINESTRING ((-97.1453258328242 49.8941351010902, -97.1454216711454 49.8943116157205))"
489,4516,NONE,2 HOUR,Lily St,0800 - 1730,3,1.75,204521,"Paystation, PaybyPhone",Exchange,POINT (-97.1340399173763 49.900487703073),"MULTILINESTRING ((-97.1341016377479 49.9004071003889, -97.133978197285 49.900568305089))"
578,3144,"AM, PM",2 HOUR,Smith St,0900 - 1530,1,1.75,204399,"Paystation, PaybyPhone",Downtown,POINT (-97.1401577126664 49.8904216055603),"MULTILINESTRING ((-97.1401461851766 49.8904003968022, -97.1401692425366 49.8904428186782))"
367,4162,NONE,2 HOUR,Carlton St,0800 - 1730,3,2.75,204239,"Paystation, PaybyPhone",Downtown,POINT (-97.1454946609941 49.8921181057321),"MULTILINESTRING ((-97.1454601482884 49.8920544563096, -97.1455291741514 49.8921817558093))"
58,PBP-175,"AM, PM",2 HOUR,Pioneer Ave,0900 - 1530,7,1.75,204358,PaybyPhone Only,Downtown,POINT (-97.1360241429636 49.8939702993698),"MULTILINESTRING ((-97.1357374584256 49.8938754787794, -97.135758960038 49.8938844272223, -97.1363121862401 49.8940635731775))"
2934,3148,"AM, PM",2 HOUR,Broadway,,3,2.75,204219,"Paystation, PaybyPhone",Downtown,POINT (-97.143053432883 49.8868354502453),"MULTILINESTRING ((-97.1429286442406 49.8868636856659, -97.1431782191887 49.8868072151864))"
2318,PBP-040,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,1,1.75,204499,PaybyPhone Only,Exchange,POINT (-97.1362504744042 49.8975586757857),"MULTILINESTRING ((-97.1362046406996 49.897548057474, -97.1362963153379 49.8975692957494))"
595,4177,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204275,"Paystation, PaybyPhone",Downtown,POINT (-97.1376505206345 49.890823028156),"MULTILINESTRING ((-97.1376113808268 49.8907508995945, -97.1376896622239 49.8908951597722))"
344,PBP-186,NONE,2 HOUR,Graham Ave,0800 - 1730,4,2.75,204289,PaybyPhone Only,Downtown,POINT (-97.1461978380825 49.8912451470675),"MULTILINESTRING ((-97.1460664732995 49.8912748756045, -97.1463292000681 49.8912154189785))"
397,PBP-144,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,4,1.75,204413,PaybyPhone Only,Downtown,POINT (-97.1408627862748 49.8908032114056),"MULTILINESTRING ((-97.1407314805693 49.89083304282, -97.1409940925158 49.8907733796843))"
1896,3430,NONE,2 HOUR,Carlton St,0800 - 1730,8,2.75,204236,"Paystation, PaybyPhone",Downtown,POINT (-97.1434203248653 49.8879097677105),"MULTILINESTRING ((-97.1432836511775 49.887657664495, -97.1435570004383 49.8881618716092))"
624,PBP-210,PM,2 HOUR,York Ave,0800 - 1530,4,1.75,204443,"Paystation, PaybyPhone",Downtown,POINT (-97.1387880657324 49.8896299937532),"MULTILINESTRING ((-97.1385868882331 49.8896756316797, -97.1389892438546 49.8895843552511))"
2909,PBP-200,NONE,2 HOUR,Main St,0800 - 1730,5,1.75,204343,PaybyPhone Only,Downtown,POINT (-97.1354178704203 49.9028309859651),"MULTILINESTRING ((-97.1355202408102 49.9027026972641, -97.1353154997295 49.9029592742708))"
2916,PBP-088,NONE,2 HOUR,Stanley St,0800 - 1730,1,1.75,204709,PayByPhone Only,No Biz Zone,POINT (-97.1391100471232 49.904560212739),"MULTILINESTRING ((-97.1391286069425 49.9045360421705, -97.1390914915039 49.9045843778108))"
4,PBP-071,"AM, PM",2 HOUR,Main St,0900 - 1530,2,1.75,204334,PaybyPhone Only,Downtown,POINT (-97.1351821831715 49.8898706422471),"MULTILINESTRING ((-97.1351540379998 49.8898178328418, -97.1352103271667 49.8899234493225))"
146,PBP-120,NONE,9.5 HOUR,Ross Ave,0800 - 1730,9,1.75,204706,PaybyPhone Only,No Biz Zone,POINT (-97.1435743196164 49.9023576888372),"MULTILINESTRING ((-97.1431765550087 49.9022300971274, -97.1438188947581 49.9024361406601, -97.1439720866938 49.9024852792884))"
94,7233,"AM, PM",2 HOUR,Bannatyne Ave,0900 - 1530,3,2.75,204504,"Paystation, PaybyPhone",Exchange,POINT (-97.1379573414217 49.89782077915),"MULTILINESTRING ((-97.1378218308597 49.8977897007064, -97.1380928518531 49.8978518573657))"
746,PBP-095,NONE,2 HOUR,Stanley St,0800 - 1730,6,1.75,204711,PaybyPhone Only,No Biz Zone,POINT (-97.1388245351186 49.9052000724494),"MULTILINESTRING ((-97.1388445594049 49.9050884178472, -97.13880451107 49.905311725206))"
289,4175,NONE,2 HOUR,Kennedy St,0800 - 1730,3,2.75,204316,"Paystation, PaybyPhone",Downtown,POINT (-97.1481147497641 49.8911380858407),"MULTILINESTRING ((-97.148080220826 49.8910744717334, -97.1481492788487 49.8912017000399))"
301,4271,NONE,2 HOUR,St Mary Ave,0800 - 1730,5,2.75,204420,"Paystation, PaybyPhone",Downtown,POINT (-97.1467639348455 49.8895970045779),"MULTILINESTRING ((-97.1465997943019 49.8896342927051, -97.1466107525934 49.8896318024672, -97.1469280663615 49.8895597191021))"
64,4538,NONE,2 HOUR,Pioneer Ave,0800 - 1730,7,1.75,204360,"Paystation, PaybyPhone",Downtown,POINT (-97.1361489785906 49.894146879238),"MULTILINESTRING ((-97.1358405342241 49.8940469987518, -97.1364574242169 49.8942467589006))"
543,PBP-028,NONE,2 HOUR,Adelaide St,0800 - 1730,3,1.75,204481,PaybyPhone Only,Exchange,POINT (-97.1423594628813 49.9002814350829),"MULTILINESTRING ((-97.1424246635722 49.9001948460725, -97.1422942629074 49.9003680227937))"
212,PBP-117,NONE,2 HOUR,Main St,0800 - 1730,5,1.75,204341,PaybyPhone Only,Downtown,POINT (-97.1360489389045 49.9020421406992),"MULTILINESTRING ((-97.1361512595471 49.9019145032854, -97.1361170293937 49.9019568082193, -97.1359469890622 49.9021699058169))"
226,4182,NONE,2 HOUR,Selkirk Ave,0800 - 1730,12,1.75,204741,"Paystation, PaybyPhone",Selkirk,POINT (-97.1424675791593 49.9149061575072),"MULTILINESTRING ((-97.1420395344164 49.9147689617198, -97.1428956264379 49.9150433517512))"
640,PBP-072,"AM, PM",2 HOUR,Main St,0900 - 1530,6,1.75,204338,PaybyPhone Only,Downtown,POINT (-97.1358256764908 49.8910593520093),"MULTILINESTRING ((-97.1357556922194 49.8909322738629, -97.1358956617444 49.8911864312279))"
1022,3380,NONE,2 HOUR,Princess St,0800 - 1730,2,1.75,204555,"Paystation, PaybyPhone",Exchange,POINT (-97.1413590481434 49.8993438166276),"MULTILINESTRING ((-97.1414078572284 49.899280838287, -97.1413102395505 49.8994067941485))"
171,PBP-177,"AM, PM",4 HOUR,Notre Dame Ave,0900 - 1530,4,2.75,204623,PaybyPhone Only,Health Science Centre,POINT (-97.1611562192074 49.9021294926128),"MULTILINESTRING ((-97.1609591321031 49.9020663672781, -97.1613533065587 49.9021926175273))"
1143,PBP-077,NONE,2 HOUR,King St,0800 - 1730,5,1.75,204318,PaybyPhone Only,Downtown,POINT (-97.1367766103017 49.9037900057492),"MULTILINESTRING ((-97.1368700719913 49.9036678634802, -97.1366842101111 49.9039107600952, -97.1366832435639 49.9039121766655))"
1074,4240,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204277,"Paystation, PaybyPhone",Downtown,POINT (-97.1364901464534 49.8890621903555),"MULTILINESTRING ((-97.1364441999031 49.8889773097225, -97.1364925406444 49.8890666133218, -97.1365360939218 49.8891470723752))"
2244,3294,NONE,4 HOUR,William Ave,0800 - 1730,1,2.75,204638,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1568481773366 49.9046327844153),"MULTILINESTRING ((-97.1568170033833 49.9046227743431, -97.1568793387807 49.9046427904583))"
270,4238,NONE,2 HOUR,Edmonton St,0800 - 1730,3,2.75,204270,"Paystation, PaybyPhone",Downtown,POINT (-97.1442557669088 49.8871118986973),"MULTILINESTRING ((-97.1442076277857 49.8870232468152, -97.1443039062919 49.8872005507126))"
553,7223,NONE,2 HOUR,John Hirsch Pl,0800 - 1730,7,1.75,204511,"Paystation, PaybyPhone",Exchange,POINT (-97.1356091123599 49.8978993969956),"MULTILINESTRING ((-97.1359060111897 49.8979956695964, -97.1355949035033 49.8978947895942, -97.1353098185441 49.897806271643))"
2718,7225,NONE,2 HOUR,Hargrave St,0800 - 1730,4,1.75,204301,"Paystation, PaybyPhone",Downtown,POINT (-97.1427870025059 49.8894818730391),"MULTILINESTRING ((-97.1427222264222 49.8893624658867, -97.1427927737282 49.8894925115836, -97.1428517870774 49.8896012710136))"
1196,3198,NONE,4 HOUR,William Ave,0800 - 1730,8,2.75,204637,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1609008426811 49.9057928352385),"MULTILINESTRING ((-97.1605685282529 49.9056861441544, -97.1612331587243 49.9058995254195))"
482,3168,NONE,2 HOUR,Notre Dame Ave,0800 - 1730,12,1.75,204351,"Paystation, PaybyPhone",Downtown,POINT (-97.1443916870978 49.8966250530239),"MULTILINESTRING ((-97.1438845162944 49.8964625054716, -97.1447401819978 49.8967367432481, -97.1448988597865 49.896787597932))"
722,4233,"AM, PM",4 HOUR,William Ave,0900 - 1530,5,2.75,204640,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1547231491986 49.9039481142682),"MULTILINESTRING ((-97.1545303915591 49.9038862136213, -97.1549159093855 49.9040100152548))"
1062,3450,NONE,4 HOUR,William Ave,0800 - 1730,5,2.75,204637,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1574207398514 49.904676466201),"MULTILINESTRING ((-97.1572237616458 49.9046132168255, -97.1576177171932 49.9047397147996))"
700,4847,NONE,4 HOUR,Tecumseh St,0800 - 1730,4,2.75,204632,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1643663942554 49.9041262753409),"MULTILINESTRING ((-97.164457324862 49.9040078907164, -97.1644350516621 49.904036853888, -97.1642754879005 49.9042446739146))"
1716,4528,NONE,2 HOUR,Colony St,0800 - 1730,6,1.75,204246,"Paystation, PaybyPhone",Downtown,POINT (-97.1510144795919 49.8902969137999),"MULTILINESTRING ((-97.1510296597074 49.8901247883188, -97.1509992993925 49.8904690390029))"
182,3197,NONE,4 HOUR,William Ave,0800 - 1730,3,2.75,204637,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1616614027632 49.9060360070346),"MULTILINESTRING ((-97.1615335050796 49.9059949463061, -97.161583000726 49.9060108365898, -97.1617186600744 49.9060543890579, -97.1617892972394 49.9060770665236))"
2442,PBP-047,NONE,2 HOUR,Kennedy St,0800 - 1730,1,1.75,204314,PaybyPhone Only,Downtown,POINT (-97.1441291310333 49.8841249916028),"MULTILINESTRING ((-97.144112556888 49.8840943740758, -97.1441457091731 49.8841556164678))"
286,3369,NONE,2 HOUR,Memorial Blvd,0800 - 1730,3,1.75,204346,"Paystation, PaybyPhone",Downtown,POINT (-97.1502019061288 49.8895163136516),"MULTILINESTRING ((-97.1501474875408 49.8894282829421, -97.1502550188677 49.8896022316085, -97.1502565218797 49.8896042925167))"
414,3134,PM,2 HOUR,Donald St,0800 - 1530,3,1.75,204255,"Paystation, PaybyPhone",Downtown,POINT (-97.140507590623 49.8883525567852),"MULTILINESTRING ((-97.1404615373251 49.8882677008401, -97.1405536453537 49.8884374150537))"
687,PBP-194,PM,2 HOUR,King St,0800 - 1530,5,1.75,204324,PaybyPhone Only,Downtown,POINT (-97.1380989436109 49.9018182030614),"MULTILINESTRING ((-97.1381791880594 49.901721977457, -97.1380186981449 49.9019144294467))"
830,PBP-158,NONE,2 HOUR,Ellen St,0800 - 1730,8,1.75,204688,PaybyPhone Only,No Biz Zone,POINT (-97.1449762040394 49.9021492324558),"MULTILINESTRING ((-97.1451131458792 49.9019747974048, -97.1448817957767 49.9022694878627, -97.1448676602665 49.9022874933394, -97.1448392575845 49.9023236719534))"
2198,PBP-037,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,2,1.75,204217,PaybyPhone Only,Downtown,POINT (-97.1448896303348 49.8994467658439),"MULTILINESTRING ((-97.1447958436716 49.8994166409635, -97.1449815891234 49.8994763034893, -97.1449834273059 49.8994768938503))"
656,PBP-146,PM,2 HOUR,Donald St,0800 - 1530,5,1.75,204262,PaybyPhone Only,Downtown,POINT (-97.1401201331988 49.887267529623),"MULTILINESTRING ((-97.1400344627478 49.8871096996988, -97.1402058046439 49.8874253602833))"
429,4229,NONE,2 HOUR,Albert St,0800 - 1730,3,2.75,204486,"Paystation, PaybyPhone",Exchange,POINT (-97.1401877955698 49.8973143988814),"MULTILINESTRING ((-97.140189975368 49.8972351941976, -97.1401856157575 49.8973936038148))"
638,PBP-094,"AM, PM",2 HOUR,Main St,0900 - 1530,7,1.75,204329,PaybyPhone Only,Downtown,POINT (-97.1357179829882 49.8900300804631),"MULTILINESTRING ((-97.1356173384512 49.8898294310091, -97.1357833336045 49.890160365437, -97.1358210024722 49.89023021299))"
2719,3456,NONE,2 HOUR,Carlton St,0800 - 1730,1,2.75,204237,"Paystation, PaybyPhone",Downtown,POINT (-97.1450022012641 49.8911264962483),"MULTILINESTRING ((-97.1449882111585 49.891100680267, -97.1450161913333 49.8911523121333))"
608,4240,NONE,2 HOUR,Fort St,0800 - 1730,2,1.75,204277,"Paystation, PaybyPhone",Downtown,POINT (-97.1366091738297 49.8892858681037),"MULTILINESTRING ((-97.1365861994182 49.889243426129, -97.1366321468394 49.8893283074098))"
31,4250,NONE,2 HOUR,Garry St,0800 - 1730,2,2.75,204285,"Paystation, PaybyPhone",Downtown,POINT (-97.1405849442418 49.8935230931184),"MULTILINESTRING ((-97.1405619218061 49.8934806593443, -97.1406079631581 49.8935655203266))"
341,PBP-181,NONE,2 HOUR,Cumberland Ave,0800 - 1730,2,1.75,204249,PaybyPhone Only,Downtown,POINT (-97.1460522815323 49.8962726943555),"MULTILINESTRING ((-97.1459928628392 49.8962532227547, -97.1461116989852 49.8962921655038))"
2739,4247,NONE,2 HOUR,Garry St,0800 - 1730,1,1.75,204284,"Paystation, PaybyPhone",Downtown,POINT (-97.1397624584665 49.8920127657881),"MULTILINESTRING ((-97.1397308840697 49.8919545689332, -97.1397940343025 49.8920709651467))"
253,4548,NONE,2 HOUR,Kennedy St,0800 - 1730,5,2.75,204312,"Paystation, PaybyPhone",Downtown,POINT (-97.1469172991635 49.8889396674998),"MULTILINESTRING ((-97.1468359062194 49.8887897736102, -97.1469403811138 49.8889821752222, -97.1469986491851 49.88908957011))"
409,PBP-145,"AM, PM",2 HOUR,Broadway,0900 - 1530,3,2.75,204233,PaybyPhone Only,Downtown,POINT (-97.1409778787039 49.8873068698171),"MULTILINESTRING ((-97.1408231260947 49.8873419296686, -97.1411326291203 49.8872718102056))"
20,PBP-150,AM,2 HOUR,Smith St,0900 - 1730,6,1.75,204401,PaybyPhone Only,Downtown,POINT (-97.138579389719 49.8871372982776),"MULTILINESTRING ((-97.1384835809195 49.8869610452618, -97.1386751999531 49.8873135525666))"
53,3099,"AM, PM",2 HOUR,Main St,0900 - 1530,1,1.75,204331,"Paystation, PaybyPhone",Downtown,POINT (-97.1371612363889 49.8927002262964),"MULTILINESTRING ((-97.1371497311211 49.8926790081136, -97.137172739882 49.8927214411866))"
2579,3145,"AM, PM",2 HOUR,Broadway,0900 - 1530,1,2.75,204232,"Paystation, PaybyPhone",Downtown,POINT (-97.142225520258 49.8873104218567),"MULTILINESTRING ((-97.1421714160626 49.8873226749524, -97.1422796194992 49.8872981698515))"
599,PBP-127,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,5,1.75,204412,PaybyPhone Only,Downtown,POINT (-97.1368702493137 49.8917098415669),"MULTILINESTRING ((-97.1367061096986 49.8917471289286, -97.1370343832915 49.8916725551966))"
